"","Node1","Node2","Weight"
"2586","Dialister_invisus","Schwartzia_succinivorans",1
"2588","Prevotella_enoeca","Schwartzia_succinivorans",1
"2608","Anaeroglobus_geminatus","Schwartzia_succinivorans",1
"2609","Olsenella_uli","Schwartzia_succinivorans",1
"2625","Campylobacter_curvus","Schwartzia_succinivorans",1
"2709","Eubacterium_saphenum","Prevotella_marshii",1
"2716","Prevotella_baroniae","Prevotella_marshii",1
"2719","Treponema_denticola","Prevotella_marshii",1
"2720","Eubacterium_brachy","Prevotella_marshii",1
"2721","Porphyromonas_endodontalis","Prevotella_marshii",1
"2731","Dialister_invisus","Prevotella_marshii",1
"2753","Anaeroglobus_geminatus","Prevotella_marshii",1
"2770","Campylobacter_curvus","Prevotella_marshii",1
"2783","Eubacterium_saphenum","Treponema_parvum",1
"2790","Prevotella_baroniae","Treponema_parvum",1
"2793","Treponema_denticola","Treponema_parvum",1
"2795","Porphyromonas_endodontalis","Treponema_parvum",1
"2805","Dialister_invisus","Treponema_parvum",1
"2807","Prevotella_enoeca","Treponema_parvum",1
"2823","Eubacterium_nodatum","Treponema_parvum",1
"2828","Olsenella_uli","Treponema_parvum",1
"2852","Rothia_aeria","Lautropia_mirabilis",1
"2864","Neisseria_sicca","Lautropia_mirabilis",1
"2866","Capnocytophaga_leadbetteri","Lautropia_mirabilis",1
"2895","Prevotella_salivae","Lautropia_mirabilis",-1
"2896","Actinobaculum_massiliense","Lautropia_mirabilis",1
"3111","Dialister_invisus","Actinomyces_gerencseriae",1
"3138","Rothia_dentocariosa","Actinomyces_gerencseriae",1
"3158","Lautropia_mirabilis","Actinomyces_gerencseriae",1
"3242","Rothia_aeria","Neisseria_shayeganii",1
"3317","Lautropia_mirabilis","Neisseria_shayeganii",1
"3327","Veillonella_dispar","Selenomonas_noxia",1
"3345","Prevotella_denticola","Selenomonas_noxia",1
"3351","Dialister_invisus","Selenomonas_noxia",1
"3367","Actinobaculum_massiliense","Selenomonas_noxia",1
"3394","Schwartzia_succinivorans","Selenomonas_noxia",1
"3401","Actinomyces_gerencseriae","Selenomonas_noxia",1
"3409","Veillonella_dispar","Bifidobacterium_dentium",1
"3427","Prevotella_denticola","Bifidobacterium_dentium",1
"3455","Anaeroglobus_geminatus","Bifidobacterium_dentium",1
"3456","Olsenella_uli","Bifidobacterium_dentium",1
"3460","Rothia_dentocariosa","Bifidobacterium_dentium",1
"3571","Veillonella_rogosae","Haemophilus_parainfluenzae",1
"3572","Rothia_aeria","Haemophilus_parainfluenzae",1
"3586","Capnocytophaga_leadbetteri","Haemophilus_parainfluenzae",1
"3592","Prevotella_shahii","Haemophilus_parainfluenzae",1
"3615","Prevotella_salivae","Haemophilus_parainfluenzae",-1
"3619","Planobacterium_taklimakanense","Haemophilus_parainfluenzae",1
"3642","Streptococcus_pneumoniae","Haemophilus_parainfluenzae",1
"3647","Lautropia_mirabilis","Haemophilus_parainfluenzae",1
"3649","Actinobacillus_rossii","Haemophilus_parainfluenzae",1
"3663","Eubacterium_saphenum","Porphyromonas_gingivalis",1
"3666","Actinomyces_odontolyticus","Porphyromonas_gingivalis",-1
"3670","Prevotella_baroniae","Porphyromonas_gingivalis",1
"3673","Treponema_denticola","Porphyromonas_gingivalis",1
"3675","Porphyromonas_endodontalis","Porphyromonas_gingivalis",1
"3679","Prevotella_denticola","Porphyromonas_gingivalis",1
"3687","Prevotella_enoeca","Porphyromonas_gingivalis",1
"3707","Anaeroglobus_geminatus","Porphyromonas_gingivalis",1
"3708","Olsenella_uli","Porphyromonas_gingivalis",1
"3713","Mycoplasma_faucium","Porphyromonas_gingivalis",1
"3717","Prevotella_dentalis","Porphyromonas_gingivalis",1
"3723","Treponema_pedis","Porphyromonas_gingivalis",1
"3724","Campylobacter_curvus","Porphyromonas_gingivalis",1
"3726","Mycoplasma_feliminutum","Porphyromonas_gingivalis",1
"3728","Schwartzia_succinivorans","Porphyromonas_gingivalis",1
"3730","Prevotella_marshii","Porphyromonas_gingivalis",1
"3731","Treponema_parvum","Porphyromonas_gingivalis",1
"3747","Veillonella_dispar","Streptococcus_sobrinus",1
"3765","Prevotella_denticola","Streptococcus_sobrinus",1
"3798","Rothia_dentocariosa","Streptococcus_sobrinus",1
"3825","Bifidobacterium_dentium","Streptococcus_sobrinus",1
"4393","Prevotella_shahii","Bacteroides_intestinalis",1
"4485","Porphyromonas_endodontalis","Filifactor_alocis",1
"4486","Eubacterium_yurii","Filifactor_alocis",1
"4495","Dialister_invisus","Filifactor_alocis",1
"4497","Prevotella_enoeca","Filifactor_alocis",1
"4515","Ornatilinea_apprima","Filifactor_alocis",1
"4517","Anaeroglobus_geminatus","Filifactor_alocis",1
"4518","Olsenella_uli","Filifactor_alocis",1
"4523","Mycoplasma_faucium","Filifactor_alocis",1
"4524","Mycoplasma_hyosynoviae","Filifactor_alocis",1
"4527","Prevotella_dentalis","Filifactor_alocis",1
"4530","Peptococcus_niger","Filifactor_alocis",1
"4533","Treponema_pedis","Filifactor_alocis",1
"4540","Prevotella_marshii","Filifactor_alocis",1
"4552","Porphyromonas_gingivalis","Filifactor_alocis",1
"4664","Eubacterium_saphenum","Odoribacter_denticanis",1
"4674","Treponema_denticola","Odoribacter_denticanis",1
"4676","Porphyromonas_endodontalis","Odoribacter_denticanis",1
"4686","Dialister_invisus","Odoribacter_denticanis",1
"4704","Eubacterium_nodatum","Odoribacter_denticanis",1
"4743","Porphyromonas_gingivalis","Odoribacter_denticanis",1
"4752","Filifactor_alocis","Odoribacter_denticanis",1
"4761","Eubacterium_saphenum","Bacteroides_heparinolyticus",1
"4768","Prevotella_baroniae","Bacteroides_heparinolyticus",1
"4771","Treponema_denticola","Bacteroides_heparinolyticus",1
"4773","Porphyromonas_endodontalis","Bacteroides_heparinolyticus",1
"4785","Prevotella_enoeca","Bacteroides_heparinolyticus",1
"4829","Treponema_parvum","Bacteroides_heparinolyticus",1
"4840","Porphyromonas_gingivalis","Bacteroides_heparinolyticus",1
"4849","Filifactor_alocis","Bacteroides_heparinolyticus",1
"4888","Bacillus_pumilus","Rothia_mucilaginosa",1
"4908","Rothia_dentocariosa","Rothia_mucilaginosa",1
"4956","Veillonella_dispar","Lachnoanaerobaculum_saburreum",1
"4974","Prevotella_denticola","Lachnoanaerobaculum_saburreum",1
"4992","Actinomyces_meyeri","Lachnoanaerobaculum_saburreum",1
"4995","Prevotella_salivae","Lachnoanaerobaculum_saburreum",1
"5002","Anaeroglobus_geminatus","Lachnoanaerobaculum_saburreum",1
"5033","Selenomonas_noxia","Lachnoanaerobaculum_saburreum",1
"5153","Rothia_aeria","Brachymonas_denitrificans",1
"5169","Treponema_denticola","Brachymonas_denitrificans",1
"5181","Dialister_invisus","Brachymonas_denitrificans",1
"5228","Lautropia_mirabilis","Brachymonas_denitrificans",1
"5238","Porphyromonas_gingivalis","Brachymonas_denitrificans",1
"5261","Eubacterium_saphenum","Prevotella_paludivivens",1
"5268","Prevotella_baroniae","Prevotella_paludivivens",1
"5271","Treponema_denticola","Prevotella_paludivivens",1
"5273","Porphyromonas_endodontalis","Prevotella_paludivivens",1
"5285","Prevotella_enoeca","Prevotella_paludivivens",1
"5301","Eubacterium_nodatum","Prevotella_paludivivens",1
"5315","Prevotella_dentalis","Prevotella_paludivivens",1
"5340","Porphyromonas_gingivalis","Prevotella_paludivivens",1
"5349","Filifactor_alocis","Prevotella_paludivivens",1
"5362","Veillonella_dispar","Streptococcus_gordonii",1
"5378","Prevotella_shahii","Streptococcus_gordonii",-1
"5413","Rothia_dentocariosa","Streptococcus_gordonii",1
"5444","Streptococcus_sobrinus","Streptococcus_gordonii",1
"5462","Rothia_aeria","Leptotrichia_hofstadii",1
"5469","Leptotrichia_buccalis","Leptotrichia_hofstadii",1
"5503","Bergeyella_zoohelcum","Leptotrichia_hofstadii",1
"5512","Anaeroglobus_geminatus","Leptotrichia_hofstadii",1
"5513","Olsenella_uli","Leptotrichia_hofstadii",1
"5537","Lautropia_mirabilis","Leptotrichia_hofstadii",1
"5543","Selenomonas_noxia","Leptotrichia_hofstadii",1
"5561","Lachnoanaerobaculum_saburreum","Leptotrichia_hofstadii",1
"5585","Porphyromonas_endodontalis","Bacteroides_zoogleoformans",1
"5652","Porphyromonas_gingivalis","Bacteroides_zoogleoformans",1
"5897","Actinomyces_odontolyticus","Campylobacter_mucosalis",1
"5931","Prevotella_salivae","Campylobacter_mucosalis",1
"6119","Neisseria_sicca","Streptococcus_sanguinis",1
"6133","Actinomyces_oris","Streptococcus_sanguinis",1
"6151","Actinobaculum_massiliense","Streptococcus_sanguinis",1
"6162","Rothia_dentocariosa","Streptococcus_sanguinis",1
"6177","Streptococcus_pneumoniae","Streptococcus_sanguinis",1
"6182","Lautropia_mirabilis","Streptococcus_sanguinis",1
"6185","Actinomyces_gerencseriae","Streptococcus_sanguinis",1
"6211","Leptotrichia_hofstadii","Streptococcus_sanguinis",1
"6329","Veillonella_rogosae","Fusobacterium_periodonticum",1
"6344","Capnocytophaga_leadbetteri","Fusobacterium_periodonticum",1
"6350","Prevotella_shahii","Fusobacterium_periodonticum",1
"6363","Moraxella_lacunata","Fusobacterium_periodonticum",1
"6369","Mogibacterium_diversum","Fusobacterium_periodonticum",1
"6395","Treponema_refringens","Fusobacterium_periodonticum",1
"6414","Haemophilus_parainfluenzae","Fusobacterium_periodonticum",1
"6416","Streptococcus_sobrinus","Fusobacterium_periodonticum",-1
"6449","Eubacterium_saphenum","Eubacterium_minutum",1
"6461","Porphyromonas_endodontalis","Eubacterium_minutum",1
"6528","Porphyromonas_gingivalis","Eubacterium_minutum",1
"6537","Filifactor_alocis","Eubacterium_minutum",1
"6678","Eubacterium_saphenum","Desulfomicrobium_orale",1
"6718","Eubacterium_nodatum","Desulfomicrobium_orale",1
"6757","Porphyromonas_gingivalis","Desulfomicrobium_orale",1
"6792","Veillonella_dispar","Campylobacter_showae",-1
"6802","Capnocytophaga_leadbetteri","Campylobacter_showae",1
"6807","Eubacterium_yurii","Campylobacter_showae",1
"6808","Prevotella_shahii","Campylobacter_showae",1
"6853","Treponema_refringens","Campylobacter_showae",1
"6900","Fusobacterium_periodonticum","Campylobacter_showae",1
"6911","Eubacterium_saphenum","Tannerella_forsythia",1
"6912","Leptotrichia_buccalis","Tannerella_forsythia",1
"6923","Porphyromonas_endodontalis","Tannerella_forsythia",1
"6927","Prevotella_denticola","Tannerella_forsythia",1
"6933","Dialister_invisus","Tannerella_forsythia",1
"6935","Prevotella_enoeca","Tannerella_forsythia",1
"6951","Eubacterium_nodatum","Tannerella_forsythia",1
"6956","Olsenella_uli","Tannerella_forsythia",1
"6961","Mycoplasma_faucium","Tannerella_forsythia",1
"6971","Treponema_pedis","Tannerella_forsythia",1
"6979","Treponema_parvum","Tannerella_forsythia",1
"6980","Lautropia_mirabilis","Tannerella_forsythia",1
"7001","Odoribacter_denticanis","Tannerella_forsythia",1
"7010","Bacteroides_zoogleoformans","Tannerella_forsythia",1
"7011","Natranaerovirga_hydrolytica","Tannerella_forsythia",1
"7015","Streptococcus_sanguinis","Tannerella_forsythia",1
"7019","Sporanaerobacter_acetigenes","Tannerella_forsythia",1
"7023","Rothia_aeria","Kingella_potus",1
"7098","Lautropia_mirabilis","Kingella_potus",1
"7156","Capnocytophaga_leadbetteri","Capnocytophaga_granulosa",1
"7243","Brachymonas_denitrificans","Capnocytophaga_granulosa",1
"7259","Tannerella_forsythia","Capnocytophaga_granulosa",1
"7262","Rothia_aeria","Neisseria_oralis",1
"7269","Leptotrichia_buccalis","Neisseria_oralis",1
"7284","Prevotella_denticola","Neisseria_oralis",1
"7290","Dialister_invisus","Neisseria_oralis",1
"7306","Actinobaculum_massiliense","Neisseria_oralis",1
"7337","Lautropia_mirabilis","Neisseria_oralis",1
"7342","Neisseria_shayeganii","Neisseria_oralis",1
"7343","Selenomonas_noxia","Neisseria_oralis",1
"7363","Brachymonas_denitrificans","Neisseria_oralis",1
"7372","Streptococcus_sanguinis","Neisseria_oralis",1
"7747","Capnocytophaga_granulosa","Soonwooa_buanensis",1
"7752","Rothia_aeria","Leptotrichia_hongkongensis",1
"7756","Veillonella_dispar","Leptotrichia_hongkongensis",1
"7759","Leptotrichia_buccalis","Leptotrichia_hongkongensis",1
"7774","Prevotella_denticola","Leptotrichia_hongkongensis",1
"7778","Actinomyces_oris","Leptotrichia_hongkongensis",1
"7802","Anaeroglobus_geminatus","Leptotrichia_hongkongensis",1
"7804","Lactobacillus_johnsonii","Leptotrichia_hongkongensis",1
"7814","Corynebacterium_jeikeium","Leptotrichia_hongkongensis",1
"7833","Selenomonas_noxia","Leptotrichia_hongkongensis",1
"7851","Lachnoanaerobaculum_saburreum","Leptotrichia_hongkongensis",1
"7855","Streptococcus_gordonii","Leptotrichia_hongkongensis",1
"7856","Leptotrichia_hofstadii","Leptotrichia_hongkongensis",1
"7862","Streptococcus_sanguinis","Leptotrichia_hongkongensis",1
"7871","Capnocytophaga_granulosa","Leptotrichia_hongkongensis",1
"7920","Prevotella_salivae","Gemella_haemolysans",-1
"7947","Streptococcus_pneumoniae","Gemella_haemolysans",1
"8000","Soonwooa_buanensis","Gemella_haemolysans",1
"8267","Actinomyces_odontolyticus","Slackia_exigua",1
"8275","Eubacterium_brachy","Slackia_exigua",1
"8309","Olsenella_uli","Slackia_exigua",1
"8329","Schwartzia_succinivorans","Slackia_exigua",1
"8361","Streptococcus_gordonii","Slackia_exigua",1
"8442","Rothia_dentocariosa","Actinomyces_viscosus",1
"8462","Lautropia_mirabilis","Actinomyces_viscosus",1
"8499","Fusobacterium_periodonticum","Actinomyces_viscosus",-1
"8511","Leptotrichia_hongkongensis","Actinomyces_viscosus",1
"8517","Rothia_aeria","Streptococcus_oralis",1
"8546","Granulicatella_adiacens","Streptococcus_oralis",1
"8572","Rothia_dentocariosa","Streptococcus_oralis",1
"8587","Streptococcus_pneumoniae","Streptococcus_oralis",1
"8615","Rothia_mucilaginosa","Streptococcus_oralis",1
"8620","Streptococcus_gordonii","Streptococcus_oralis",1
"8654","Eubacterium_saphenum","Desulfovibrio_fairfieldensis",1
"8661","Prevotella_baroniae","Desulfovibrio_fairfieldensis",1
"8664","Treponema_denticola","Desulfovibrio_fairfieldensis",1
"8666","Porphyromonas_endodontalis","Desulfovibrio_fairfieldensis",1
"8676","Dialister_invisus","Desulfovibrio_fairfieldensis",1
"8694","Eubacterium_nodatum","Desulfovibrio_fairfieldensis",1
"8699","Olsenella_uli","Desulfovibrio_fairfieldensis",1
"8719","Schwartzia_succinivorans","Desulfovibrio_fairfieldensis",1
"8722","Treponema_parvum","Desulfovibrio_fairfieldensis",1
"8742","Filifactor_alocis","Desulfovibrio_fairfieldensis",1
"8765","Tannerella_forsythia","Desulfovibrio_fairfieldensis",1
"8784","Veillonella_dispar","Prevotella_multisaccharivorax",1
"8793","Prevotella_baroniae","Prevotella_multisaccharivorax",1
"8802","Prevotella_denticola","Prevotella_multisaccharivorax",1
"8831","Olsenella_uli","Prevotella_multisaccharivorax",1
"8862","Bifidobacterium_dentium","Prevotella_multisaccharivorax",1
"9188","Eubacterium_saphenum","Desulfobulbus_propionicus",1
"9198","Treponema_denticola","Desulfobulbus_propionicus",1
"9200","Porphyromonas_endodontalis","Desulfobulbus_propionicus",1
"9210","Dialister_invisus","Desulfobulbus_propionicus",1
"9228","Eubacterium_nodatum","Desulfobulbus_propionicus",1
"9232","Anaeroglobus_geminatus","Desulfobulbus_propionicus",1
"9233","Olsenella_uli","Desulfobulbus_propionicus",1
"9256","Treponema_parvum","Desulfobulbus_propionicus",1
"9267","Porphyromonas_gingivalis","Desulfobulbus_propionicus",1
"9276","Filifactor_alocis","Desulfobulbus_propionicus",1
"9299","Tannerella_forsythia","Desulfobulbus_propionicus",1
"9318","Rothia_aeria","Cardiobacterium_valvarum",1
"9332","Capnocytophaga_leadbetteri","Cardiobacterium_valvarum",1
"9337","Eubacterium_yurii","Cardiobacterium_valvarum",1
"9346","Dialister_invisus","Cardiobacterium_valvarum",1
"9373","Rothia_dentocariosa","Cardiobacterium_valvarum",1
"9393","Lautropia_mirabilis","Cardiobacterium_valvarum",1
"9412","Filifactor_alocis","Cardiobacterium_valvarum",1
"9419","Brachymonas_denitrificans","Cardiobacterium_valvarum",1
"9428","Streptococcus_sanguinis","Cardiobacterium_valvarum",1
"9434","Campylobacter_showae","Cardiobacterium_valvarum",1
"9437","Capnocytophaga_granulosa","Cardiobacterium_valvarum",1
"9438","Neisseria_oralis","Cardiobacterium_valvarum",1
"9606","Prevotella_baroniae","Prevotella_pleuritidis",1
"9609","Treponema_denticola","Prevotella_pleuritidis",1
"9610","Eubacterium_brachy","Prevotella_pleuritidis",1
"9611","Porphyromonas_endodontalis","Prevotella_pleuritidis",1
"9615","Prevotella_denticola","Prevotella_pleuritidis",1
"9639","Eubacterium_nodatum","Prevotella_pleuritidis",1
"9643","Anaeroglobus_geminatus","Prevotella_pleuritidis",1
"9653","Prevotella_dentalis","Prevotella_pleuritidis",1
"9667","Treponema_parvum","Prevotella_pleuritidis",1
"9687","Filifactor_alocis","Prevotella_pleuritidis",1
"9703","Streptococcus_sanguinis","Prevotella_pleuritidis",1
"9706","Eubacterium_minutum","Prevotella_pleuritidis",1
"9728","Desulfobulbus_propionicus","Prevotella_pleuritidis",1
"9876","Veillonella_dispar","Howardella_ureilytica",1
"9900","Dialister_invisus","Howardella_ureilytica",1
"9927","Rothia_dentocariosa","Howardella_ureilytica",1
"10341","Prevotella_salivae","Propionibacterium_acidifaciens",1
"10349","Olsenella_uli","Propionibacterium_acidifaciens",1
"10380","Bifidobacterium_dentium","Propionibacterium_acidifaciens",1
"10591","Veillonella_dispar","Parascardovia_denticolens",1
"10638","Olsenella_uli","Parascardovia_denticolens",1
"10642","Rothia_dentocariosa","Parascardovia_denticolens",1
"10669","Bifidobacterium_dentium","Parascardovia_denticolens",1
"10671","Haemophilus_parainfluenzae","Parascardovia_denticolens",-1
"10699","Fusobacterium_periodonticum","Parascardovia_denticolens",-1
"10711","Leptotrichia_hongkongensis","Parascardovia_denticolens",1
"10719","Prevotella_multisaccharivorax","Parascardovia_denticolens",1
"10886","Eubacterium_saphenum","Streptobacillus_moniliformis",1
"10893","Prevotella_baroniae","Streptobacillus_moniliformis",1
"10896","Treponema_denticola","Streptobacillus_moniliformis",1
"10898","Porphyromonas_endodontalis","Streptobacillus_moniliformis",1
"10908","Dialister_invisus","Streptobacillus_moniliformis",1
"10910","Prevotella_enoeca","Streptobacillus_moniliformis",1
"10926","Eubacterium_nodatum","Streptobacillus_moniliformis",1
"10954","Treponema_parvum","Streptobacillus_moniliformis",1
"10965","Porphyromonas_gingivalis","Streptobacillus_moniliformis",1
"10974","Filifactor_alocis","Streptobacillus_moniliformis",1
"10982","Prevotella_paludivivens","Streptobacillus_moniliformis",1
"10997","Tannerella_forsythia","Streptobacillus_moniliformis",1
"11205","Dialister_invisus","Selenomonas_ruminantium",1
"11220","Prevotella_salivae","Selenomonas_ruminantium",1
"11230","Prevotella_veroralis","Selenomonas_ruminantium",1
"11326","Veillonella_rogosae","Eubacterium_sulci",1
"11329","Butyrivibrio_hungatei","Eubacterium_sulci",1
"11336","Actinomyces_odontolyticus","Eubacterium_sulci",1
"11342","Prevotella_pallens","Eubacterium_sulci",1
"11352","Prevotella_scopos","Eubacterium_sulci",1
"11370","Prevotella_salivae","Eubacterium_sulci",1
"11434","Mogibacterium_neglectum","Eubacterium_sulci",1
"11437","Streptococcus_sanguinis","Eubacterium_sulci",-1
"11439","Fusobacterium_periodonticum","Eubacterium_sulci",1
"11636","Eubacterium_saphenum","Desulfobulbus_rhabdoformis",1
"11646","Treponema_denticola","Desulfobulbus_rhabdoformis",1
"11647","Eubacterium_brachy","Desulfobulbus_rhabdoformis",1
"11648","Porphyromonas_endodontalis","Desulfobulbus_rhabdoformis",1
"11658","Dialister_invisus","Desulfobulbus_rhabdoformis",1
"11676","Eubacterium_nodatum","Desulfobulbus_rhabdoformis",1
"11711","Selenomonas_noxia","Desulfobulbus_rhabdoformis",1
"11724","Filifactor_alocis","Desulfobulbus_rhabdoformis",1
"11747","Tannerella_forsythia","Desulfobulbus_rhabdoformis",1
"11941","Veillonella_dispar","Streptococcus_parasanguinis",1
"11946","Actinomyces_odontolyticus","Streptococcus_parasanguinis",1
"11980","Prevotella_salivae","Streptococcus_parasanguinis",1
"12040","Streptococcus_gordonii","Streptococcus_parasanguinis",1
"12418","Prevotella_baroniae","Prevotella_oralis",1
"12423","Porphyromonas_endodontalis","Prevotella_oralis",1
"12427","Prevotella_denticola","Prevotella_oralis",1
"12433","Dialister_invisus","Prevotella_oralis",1
"12455","Anaeroglobus_geminatus","Prevotella_oralis",1
"12465","Prevotella_dentalis","Prevotella_oralis",1
"12522","Tannerella_forsythia","Prevotella_oralis",1
"12529","Leptotrichia_hongkongensis","Prevotella_oralis",1
"12567","Veillonella_dispar","Actinomyces_graevenitzii",1
"12572","Actinomyces_odontolyticus","Actinomyces_graevenitzii",1
"12578","Prevotella_pallens","Actinomyces_graevenitzii",1
"12713","Eubacterium_sulci","Actinomyces_graevenitzii",1
"12717","Streptococcus_parasanguinis","Actinomyces_graevenitzii",1
"12724","Butyrivibrio_hungatei","Alloprevotella_rava",1
"12737","Prevotella_pallens","Alloprevotella_rava",1
"12758","Orientia_tsutsugamushi","Alloprevotella_rava",1
"12765","Prevotella_salivae","Alloprevotella_rava",1
"12811","Bacteroides_acidifaciens","Alloprevotella_rava",1
"12869","Streptobacillus_moniliformis","Alloprevotella_rava",1
"12871","Selenomonas_ruminantium","Alloprevotella_rava",1
"12872","Eubacterium_sulci","Alloprevotella_rava",1
"13113","Streptococcus_pneumoniae","Actinobacillus_porcinus",1
