"","HealthAssociationScore","species","CoreAssociationScore","quadrant"
"Actinomyces_gerencseriae",0.283887313704108,"Actinomyces_gerencseriae",0,"Q3"
"Bacteroides_stercoris",0.283887313704108,"Bacteroides_stercoris",0.433168316831683,"Q3"
"Selenomonas_noxia",0.515125408942203,"Selenomonas_noxia",0,"Q3"
"Bifidobacterium_dentium",0.515125408942203,"Bifidobacterium_dentium",0,"Q3"
"Haemophilus_parainfluenzae",0.515125408942203,"Haemophilus_parainfluenzae",0.962871287128713,"Q2"
"Porphyromonas_gingivalis",0.0211832061068702,"Porphyromonas_gingivalis",0,"Q3"
"Streptococcus_sobrinus",0.515125408942203,"Streptococcus_sobrinus",0,"Q3"
"Streptococcus_agalactiae",0.515125408942203,"Streptococcus_agalactiae",0,"Q3"
"Bacteroides_intestinalis",0.515125408942203,"Bacteroides_intestinalis",0,"Q3"
"Filifactor_alocis",0.0211832061068702,"Filifactor_alocis",0.628712871287129,"Q3"
"Rothia_mucilaginosa",0.690993093420574,"Rothia_mucilaginosa",0.962871287128713,"Q2"
"Lachnoanaerobaculum_saburreum",0.690993093420574,"Lachnoanaerobaculum_saburreum",0.794554455445545,"Q2"
"Streptococcus_gordonii",0.0577142857142857,"Streptococcus_gordonii",0.737623762376238,"Q2"
"Leptotrichia_hofstadii",0.515125408942203,"Leptotrichia_hofstadii",0.433168316831683,"Q3"
"Mogibacterium_neglectum",0.515125408942203,"Mogibacterium_neglectum",0.433168316831683,"Q3"
"Campylobacter_mucosalis",0.690993093420574,"Campylobacter_mucosalis",0.628712871287129,"Q3"
"Streptococcus_sanguinis",0.283887313704108,"Streptococcus_sanguinis",0.873762376237624,"Q2"
"Fusobacterium_periodonticum",0.355468920392585,"Fusobacterium_periodonticum",0.930693069306931,"Q2"
"Campylobacter_showae",0.515125408942203,"Campylobacter_showae",0.433168316831683,"Q3"
"Tannerella_forsythia",0.0211832061068702,"Tannerella_forsythia",0.873762376237624,"Q2"
"Capnocytophaga_granulosa",0.515125408942203,"Capnocytophaga_granulosa",0.737623762376238,"Q2"
"Neisseria_oralis",0.690993093420574,"Neisseria_oralis",0,"Q3"
"Helicobacter_pylori",0.283887313704108,"Helicobacter_pylori",0,"Q3"
"Soonwooa_buanensis",0.515125408942203,"Soonwooa_buanensis",0,"Q3"
"Leptotrichia_hongkongensis",0.515125408942203,"Leptotrichia_hongkongensis",0.433168316831683,"Q3"
"Gemella_haemolysans",0.198553980370774,"Gemella_haemolysans",0.873762376237624,"Q2"
"Gemella_palaticanis",0.0737546346782988,"Gemella_palaticanis",0,"Q3"
"Bacillus_cereus",0.118897491821156,"Bacillus_cereus",0.433168316831683,"Q3"
"Slackia_exigua",0.515125408942203,"Slackia_exigua",0,"Q3"
"Actinomyces_viscosus",0.118897491821156,"Actinomyces_viscosus",0,"Q3"
"Streptococcus_oralis",0.118897491821156,"Streptococcus_oralis",0.834158415841584,"Q2"
"Streptococcus_sinensis",0.118897491821156,"Streptococcus_sinensis",0,"Q3"
"Cardiobacterium_valvarum",0.515125408942203,"Cardiobacterium_valvarum",0,"Q3"
"Prevotella_pleuritidis",0.515125408942203,"Prevotella_pleuritidis",0.433168316831683,"Q3"
"Corynebacterium_argentoratense",0.515125408942203,"Corynebacterium_argentoratense",0,"Q3"
"Howardella_ureilytica",0.515125408942203,"Howardella_ureilytica",0,"Q3"
"Parascardovia_denticolens",0.515125408942203,"Parascardovia_denticolens",0,"Q3"
"Streptobacillus_moniliformis",0.515125408942203,"Streptobacillus_moniliformis",0,"Q3"
"Selenomonas_ruminantium",0.690993093420574,"Selenomonas_ruminantium",0,"Q3"
"Eubacterium_sulci",0.765411123227917,"Eubacterium_sulci",0.905940594059406,"Q1"
"Streptococcus_parasanguinis",0.0788974918211559,"Streptococcus_parasanguinis",0.95049504950495,"Q2"
"Prevotella_oralis",0.515125408942203,"Prevotella_oralis",0,"Q3"
"Actinomyces_graevenitzii",0.515125408942203,"Actinomyces_graevenitzii",0.98019801980198,"Q2"
"Alloprevotella_rava",0.941278807706289,"Alloprevotella_rava",0.794554455445545,"Q1"
"Pseudomonas_aeruginosa",0.515125408942203,"Pseudomonas_aeruginosa",0,"Q3"
"Atopobium_parvulum",0.515125408942203,"Atopobium_parvulum",0.98019801980198,"Q2"
"Stenotrophomonas_maltophilia",0.515125408942203,"Stenotrophomonas_maltophilia",0.433168316831683,"Q3"
"Treponema_amylovorum",0.198553980370774,"Treponema_amylovorum",0,"Q3"
"Prevotella_nanceiensis",0.515125408942203,"Prevotella_nanceiensis",0.834158415841584,"Q2"
"Shuttleworthia_satelles",0.515125408942203,"Shuttleworthia_satelles",0,"Q3"
"Treponema_lecithinolyticum",0.515125408942203,"Treponema_lecithinolyticum",0,"Q3"
"Neisseria_macacae",0.515125408942203,"Neisseria_macacae",0,"Q3"
"Streptococcus_intermedius",0.690993093420574,"Streptococcus_intermedius",0,"Q3"
"Treponema_socranskii",0.515125408942203,"Treponema_socranskii",0.628712871287129,"Q3"
"Dialister_pneumosintes",0.515125408942203,"Dialister_pneumosintes",0.433168316831683,"Q3"
"Selenomonas_flueggei",0.118897491821156,"Selenomonas_flueggei",0,"Q3"
"Peptostreptococcus_stomatis",0.355468920392585,"Peptostreptococcus_stomatis",0.628712871287129,"Q3"
"Lactobacillus_reuteri",0.515125408942203,"Lactobacillus_reuteri",0,"Q3"
"Butyrivibrio_fibrisolvens",0.118897491821156,"Butyrivibrio_fibrisolvens",0.628712871287129,"Q3"
"Mycoplasma_salivarium",0.515125408942203,"Mycoplasma_salivarium",0,"Q3"
"Mobiluncus_curtisii",0.515125408942203,"Mobiluncus_curtisii",0,"Q3"
"Simonsiella_muelleri",0.515125408942203,"Simonsiella_muelleri",0,"Q3"
"Prevotella_aurantiaca",0.515125408942203,"Prevotella_aurantiaca",0.433168316831683,"Q3"
"Leptotrichia_shahii",0.515125408942203,"Leptotrichia_shahii",0.737623762376238,"Q2"
"Capnocytophaga_ochracea",0.515125408942203,"Capnocytophaga_ochracea",0,"Q3"
"Gemella_sanguinis",0.515125408942203,"Gemella_sanguinis",0.930693069306931,"Q2"
"Prevotella_intermedia",0.0788974918211559,"Prevotella_intermedia",0.433168316831683,"Q3"
"Prevotella_fusca",0.515125408942203,"Prevotella_fusca",0.433168316831683,"Q3"
"Selenomonas_sputigena",0.515125408942203,"Selenomonas_sputigena",0.737623762376238,"Q2"
"Veillonella_rodentium",0.690993093420574,"Veillonella_rodentium",0,"Q3"
"Bulleidia_extructa",0.515125408942203,"Bulleidia_extructa",0,"Q3"
"Haemophilus_parahaemolyticus",0.515125408942203,"Haemophilus_parahaemolyticus",0,"Q3"
"Alloprevotella_tannerae",0.515125408942203,"Alloprevotella_tannerae",0.737623762376238,"Q2"
"Actinomyces_georgiae",0.690993093420574,"Actinomyces_georgiae",0,"Q3"
"Streptococcus_oligofermentans",0.118897491821156,"Streptococcus_oligofermentans",0.737623762376238,"Q2"
"Actinomyces_lingnae",0.515125408942203,"Actinomyces_lingnae",0.737623762376238,"Q2"
"Streptococcus_equinus",0.690993093420574,"Streptococcus_equinus",0.433168316831683,"Q3"
"Lactobacillus_salivarius",0.515125408942203,"Lactobacillus_salivarius",0,"Q3"
"Prevotella_maculosa",0.690993093420574,"Prevotella_maculosa",0.433168316831683,"Q3"
"Haemophilus_influenzae",0.690993093420574,"Haemophilus_influenzae",0.433168316831683,"Q3"
"Capnocytophaga_haemolytica",0.515125408942203,"Capnocytophaga_haemolytica",0,"Q3"
"Clostridium_aminobutyricum",0.515125408942203,"Clostridium_aminobutyricum",0,"Q3"
"Porphyromonas_gulae",0.961850236277717,"Porphyromonas_gulae",0.433168316831683,"Q4"
"Veillonella_parvula",0.515125408942203,"Veillonella_parvula",0.794554455445545,"Q2"
"Actinomyces_cardiffensis",0.515125408942203,"Actinomyces_cardiffensis",0,"Q3"
"Capnocytophaga_sputigena",0.515125408942203,"Capnocytophaga_sputigena",0.794554455445545,"Q2"
"Propionibacterium_acnes",0.118897491821156,"Propionibacterium_acnes",0.433168316831683,"Q3"
"Mobiluncus_mulieris",0.515125408942203,"Mobiluncus_mulieris",0,"Q3"
"Escherichia_coli",0.725411123227917,"Escherichia_coli",0,"Q4"
"Treponema_medium",0.369088331515812,"Treponema_medium",0.433168316831683,"Q3"
"Selenomonas_infelix",0.515125408942203,"Selenomonas_infelix",0.433168316831683,"Q3"
"Leptotrichia_goodfellowii",0.515125408942203,"Leptotrichia_goodfellowii",0,"Q3"
"Selenomonas_bovis",0.515125408942203,"Selenomonas_bovis",0,"Q3"
"Lactobacillus_fermentum",0.515125408942203,"Lactobacillus_fermentum",0,"Q3"
"Neisseria_elongata",0.515125408942203,"Neisseria_elongata",0.628712871287129,"Q3"
"Oribacterium_sinus",0.690993093420574,"Oribacterium_sinus",0.905940594059406,"Q2"
"Solobacterium_moorei",0.515125408942203,"Solobacterium_moorei",0.873762376237624,"Q2"
"Eggerthia_catenaformis",0.515125408942203,"Eggerthia_catenaformis",0,"Q3"
"Granulicatella_elegans",0.118897491821156,"Granulicatella_elegans",0,"Q3"
"Neisseria_subflava",0.941278807706289,"Neisseria_subflava",0,"Q4"
"Campylobacter_concisus",0.690993093420574,"Campylobacter_concisus",0.962871287128713,"Q2"
"Prevotella_melaninogenica",0.515125408942203,"Prevotella_melaninogenica",0.930693069306931,"Q2"
"Megasphaera_micronuciformis",0.515125408942203,"Megasphaera_micronuciformis",0.98019801980198,"Q2"
"Cryptobacterium_curtum",0.515125408942203,"Cryptobacterium_curtum",0,"Q3"
"Abiotrophia_defectiva",0.515125408942203,"Abiotrophia_defectiva",0.628712871287129,"Q3"
"Gemella_morbillorum",0.515125408942203,"Gemella_morbillorum",0.628712871287129,"Q3"
"Lactococcus_lactis",0.118897491821156,"Lactococcus_lactis",0,"Q3"
"Haemophilus_sputorum",0.515125408942203,"Haemophilus_sputorum",0.794554455445545,"Q2"
"Veillonella_atypica",0.355468920392585,"Veillonella_atypica",1,"Q2"
"Campylobacter_gracilis",0.690993093420574,"Campylobacter_gracilis",0,"Q3"
"Streptococcus_australis",0.515125408942203,"Streptococcus_australis",0.737623762376238,"Q2"
"Phocaeicola_abscessus",0.515125408942203,"Phocaeicola_abscessus",0,"Q3"
"Campylobacter_rectus",0.515125408942203,"Campylobacter_rectus",0,"Q3"
"Streptococcus_constellatus",0.515125408942203,"Streptococcus_constellatus",0,"Q3"
"Prevotella_nigrescens",0.690993093420574,"Prevotella_nigrescens",0.628712871287129,"Q3"
"Corynebacterium_matruchotii",0.515125408942203,"Corynebacterium_matruchotii",0.433168316831683,"Q3"
"Eikenella_corrodens",0.515125408942203,"Eikenella_corrodens",0.433168316831683,"Q3"
"Parvimonas_micra",0.0525714285714286,"Parvimonas_micra",0.794554455445545,"Q2"
"Scardovia_wiggsiae",0.515125408942203,"Scardovia_wiggsiae",0,"Q3"
"Fusobacterium_nucleatum",0.369088331515812,"Fusobacterium_nucleatum",0.930693069306931,"Q2"
"Prevotella_saccharolytica",0.515125408942203,"Prevotella_saccharolytica",0,"Q3"
"Catonella_morbi",0.369088331515812,"Catonella_morbi",0.737623762376238,"Q2"
"Morococcus_cerebrosus",0.515125408942203,"Morococcus_cerebrosus",0.433168316831683,"Q3"
"Actinomyces_massiliensis",0.690993093420574,"Actinomyces_massiliensis",0,"Q3"
"Streptococcus_salivarius",0.238553980370774,"Streptococcus_salivarius",0.930693069306931,"Q2"
"Prevotella_buccae",0.515125408942203,"Prevotella_buccae",0,"Q3"
"Neisseria_meningitidis",0.690993093420574,"Neisseria_meningitidis",0.433168316831683,"Q3"
"Alloscardovia_omnicolens",0.515125408942203,"Alloscardovia_omnicolens",0,"Q3"
"Staphylococcus_epidermidis",0.515125408942203,"Staphylococcus_epidermidis",0.433168316831683,"Q3"
"Mogibacterium_timidum",0.515125408942203,"Mogibacterium_timidum",0,"Q3"
"Streptococcus_mutans",0.515125408942203,"Streptococcus_mutans",0,"Q3"
"Streptococcus_thermophilus",0.515125408942203,"Streptococcus_thermophilus",0.834158415841584,"Q2"
"Propionibacterium_propionicum",0.283887313704108,"Propionibacterium_propionicum",0.433168316831683,"Q3"
"Neisseria_flavescens",0.765411123227917,"Neisseria_flavescens",0.905940594059406,"Q1"
"Streptococcus_anginosus",0.515125408942203,"Streptococcus_anginosus",0,"Q3"
"Leptotrichia_trevisanii",0.515125408942203,"Leptotrichia_trevisanii",0.433168316831683,"Q3"
"Leptotrichia_wadei",0.355468920392585,"Leptotrichia_wadei",0.873762376237624,"Q2"
"Streptococcus_mitis",0.118897491821156,"Streptococcus_mitis",0.873762376237624,"Q2"
"Dialister_micraerophilus",0.515125408942203,"Dialister_micraerophilus",0,"Q3"
"Prevotella_oris",0.690993093420574,"Prevotella_oris",0.628712871287129,"Q3"
"Porphyromonas_catoniae",0.118897491821156,"Porphyromonas_catoniae",0.873762376237624,"Q2"
"Aggregatibacter_aphrophilus",0.515125408942203,"Aggregatibacter_aphrophilus",0,"Q3"
"Lachnoanaerobaculum_umeaense",0.515125408942203,"Lachnoanaerobaculum_umeaense",0.737623762376238,"Q2"
"Eubacterium_infirmum",0.515125408942203,"Eubacterium_infirmum",0.433168316831683,"Q3"
"Neisseria_mucosa",0.355468920392585,"Neisseria_mucosa",0,"Q3"
"Haemophilus_pittmaniae",0.515125408942203,"Haemophilus_pittmaniae",0.433168316831683,"Q3"
"Prevotella_micans",0.690993093420574,"Prevotella_micans",0,"Q3"
"Kingella_denitrificans",0.515125408942203,"Kingella_denitrificans",0,"Q3"
"Veillonella_denticariosi",0.895945474372955,"Veillonella_denticariosi",0,"Q4"
"Corynebacterium_durum",0.690993093420574,"Corynebacterium_durum",0.628712871287129,"Q3"
"Neisseria_bacilliformis",0.515125408942203,"Neisseria_bacilliformis",0,"Q3"
"Kingella_oralis",0.515125408942203,"Kingella_oralis",0.433168316831683,"Q3"
"Cardiobacterium_hominis",0.690993093420574,"Cardiobacterium_hominis",0.433168316831683,"Q3"
"Fretibacterium_fastidiosum",0.198553980370774,"Fretibacterium_fastidiosum",0.433168316831683,"Q3"
"Streptococcus_peroris",0.00514285714285714,"Streptococcus_peroris",0.433168316831683,"Q3"
"Olsenella_profusa",0.690993093420574,"Olsenella_profusa",0,"Q3"
"Lactobacillus_gasseri",0.515125408942203,"Lactobacillus_gasseri",0,"Q3"
"Selenomonas_artemidis",0.81074445656125,"Selenomonas_artemidis",0,"Q4"
"Streptococcus_infantis",0,"Streptococcus_infantis",0.834158415841584,"Q2"
"Prevotella_histicola",0.515125408942203,"Prevotella_histicola",0.930693069306931,"Q2"
"Aggregatibacter_segnis",0.515125408942203,"Aggregatibacter_segnis",0,"Q3"
"Streptococcus_suis",0.515125408942203,"Streptococcus_suis",0.433168316831683,"Q3"
"Prevotella_multiformis",0.515125408942203,"Prevotella_multiformis",0,"Q3"
"Centipeda_periodontii",0.515125408942203,"Centipeda_periodontii",0.433168316831683,"Q3"
"Actinomyces_israelii",0.690993093420574,"Actinomyces_israelii",0,"Q3"
"Actinomyces_naeslundii",0.515125408942203,"Actinomyces_naeslundii",0.433168316831683,"Q3"
"Actinomyces_turicensis",0.515125408942203,"Actinomyces_turicensis",0,"Q3"
"Streptococcus_lactarius",0.118897491821156,"Streptococcus_lactarius",0.433168316831683,"Q3"
"Capnocytophaga_gingivalis",0.515125408942203,"Capnocytophaga_gingivalis",0.737623762376238,"Q2"
"Prevotella_loescheii",0.283887313704108,"Prevotella_loescheii",0.433168316831683,"Q3"
"Veillonella_tobetsuensis",0.515125408942203,"Veillonella_tobetsuensis",0.628712871287129,"Q3"
"Prevotella_oulorum",0.515125408942203,"Prevotella_oulorum",0.628712871287129,"Q3"
"Sneathia_sanguinegens",0.515125408942203,"Sneathia_sanguinegens",0,"Q3"
"Atopobium_rimae",0.515125408942203,"Atopobium_rimae",0.628712871287129,"Q3"
"Selenomonas_dianae",0.515125408942203,"Selenomonas_dianae",0,"Q3"
"Treponema_maltophilum",0.198553980370774,"Treponema_maltophilum",0,"Q3"
"Treponema_vincentii",0.515125408942203,"Treponema_vincentii",0.628712871287129,"Q3"
"Butyrivibrio_proteoclasticus",0.515125408942203,"Butyrivibrio_proteoclasticus",0,"Q3"
"Haemophilus_haemolyticus",0.515125408942203,"Haemophilus_haemolyticus",0,"Q3"
"Johnsonella_ignava",0.690993093420574,"Johnsonella_ignava",0,"Q3"
"Moryella_indoligenes",0.515125408942203,"Moryella_indoligenes",0,"Q3"
"Stomatobaculum_longum",0.515125408942203,"Stomatobaculum_longum",0.95049504950495,"Q2"
"Veillonella_caviae",0.355468920392585,"Veillonella_caviae",0,"Q3"
"Clostridium_phytofermentans",0.515125408942203,"Clostridium_phytofermentans",0,"Q3"
"Peptostreptococcus_anaerobius",0.515125408942203,"Peptostreptococcus_anaerobius",0,"Q3"
"Neisseria_perflava",0.941278807706289,"Neisseria_perflava",0,"Q4"
"Staphylococcus_aureus",0.515125408942203,"Staphylococcus_aureus",0,"Q3"
"Prevotella_jejuni",0.895945474372955,"Prevotella_jejuni",0.737623762376238,"Q1"
"Bifidobacterium_longum",0.118897491821156,"Bifidobacterium_longum",0.433168316831683,"Q3"
"Actinomyces_johnsonii",0.515125408942203,"Actinomyces_johnsonii",0,"Q3"
"Kingella_kingae",0.515125408942203,"Kingella_kingae",0,"Q3"
"Porphyromonas_somerae",0.515125408942203,"Porphyromonas_somerae",0.794554455445545,"Q2"
"Aggregatibacter_sp_oral_taxon_458",0.515125408942203,"Aggregatibacter_sp_oral_taxon_458",0,"Q3"
"Haemophilus_sp_HMSC71H05",0.515125408942203,"Haemophilus_sp_HMSC71H05",0,"Q3"
"Lachnospiraceae_bacterium_oral_taxon_096",0.941278807706289,"Lachnospiraceae_bacterium_oral_taxon_096",0.433168316831683,"Q4"
"Leptotrichia_sp_oral_taxon_215",0.515125408942203,"Leptotrichia_sp_oral_taxon_215",0.628712871287129,"Q3"
"Prevotella_sp_oral_taxon_306",0.941278807706289,"Prevotella_sp_oral_taxon_306",0.433168316831683,"Q4"
"Tannerella_sp_oral_taxon_HOT_286",0.941278807706289,"Tannerella_sp_oral_taxon_HOT_286",0.433168316831683,"Q4"
"Actinomyces_sp_HMSC035G02",0.515125408942203,"Actinomyces_sp_HMSC035G02",0.433168316831683,"Q3"
"Actinomyces_sp_HPA0247",0.515125408942203,"Actinomyces_sp_HPA0247",0.628712871287129,"Q3"
"Actinomyces_sp_ICM47",0.941278807706289,"Actinomyces_sp_ICM47",0.628712871287129,"Q4"
"Actinomyces_sp_S6_Spd3",0.515125408942203,"Actinomyces_sp_S6_Spd3",0.628712871287129,"Q3"
"Actinomyces_sp_oral_taxon_181",0.515125408942203,"Actinomyces_sp_oral_taxon_181",0.433168316831683,"Q3"
"Oribacterium_asaccharolyticum",0.515125408942203,"Oribacterium_asaccharolyticum",0.433168316831683,"Q3"
"Oribacterium_parvum",0.515125408942203,"Oribacterium_parvum",0.433168316831683,"Q3"
"Streptococcus_sp_A12",0.941278807706289,"Streptococcus_sp_A12",0.628712871287129,"Q4"
"Streptococcus_sp_F0442",0.515125408942203,"Streptococcus_sp_F0442",0.628712871287129,"Q3"
"Streptococcus_sp_HMSC034E03",0.515125408942203,"Streptococcus_sp_HMSC034E03",0.628712871287129,"Q3"
"Streptococcus_sp_HMSC067H01",0.515125408942203,"Streptococcus_sp_HMSC067H01",0.628712871287129,"Q3"
"Streptococcus_sp_HMSC071D03",0.515125408942203,"Streptococcus_sp_HMSC071D03",0,"Q3"
"Streptococcus_sp_HPH0090",0.515125408942203,"Streptococcus_sp_HPH0090",0,"Q3"
"Veillonella_infantium",0.515125408942203,"Veillonella_infantium",0.737623762376238,"Q2"
"Veillonella_sp_T11011_6",0.515125408942203,"Veillonella_sp_T11011_6",0.794554455445545,"Q2"
